Supplemental Table 2. Data included in the meta-analysis examining the effects of pH on fertilization rate.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
phylum,paper_link,study,taxonomic_group,common_name,latin_name,p_h_experimental,p_h_control,p_co2_experimental,p_co2_control,ave_fert_percent_p_h,error_percent_p_h,error_statistic,number_trials_p_h,number_individuals_eggs_trial,incubation_time,sperm_per_m_l,sperm_egg_ratio,number_females,number_males,secondary_stressor,what_is_2nd_stressor,sec_stressor_treatment,details,ave_fert_proport
Mollusc,https://doi.org/10.1093/icesjms/fsx017,"Boch, 2017",abalone,red abalone,Haliotis rufescens,7.71,7.95,NA,NA,38.2,17.3,SD,6,100,240,NA,NA,6,6,yes,Cooling,9degC,"Estimated %fert for a range of pH values that did not exceed 0.1, with SE for that range not exceeding 3% (see separate tab for details)",0.382
Mollusc,https://doi.org/10.1093/icesjms/fsx017,"Boch, 2017",abalone,red abalone,Haliotis rufescens,7.83,7.95,NA,NA,47.4,16,SD,3,100,240,NA,NA,6,6,yes,Cooling,9degC,"Estimated %fert for a range of pH values that did not exceed 0.1, with SE for that range not exceeding 3% (see separate tab for details)",0.474
Mollusc,https://doi.org/10.1093/icesjms/fsx017,"Boch, 2017",abalone,red abalone,Haliotis rufescens,7.21,7.95,NA,NA,46,12.7,SD,12,100,240,NA,NA,6,6,yes,Elevated Temperature,18degC,"Estimated %fert for a range of pH values that did not exceed 0.1, with SE for that range not exceeding 3% (see separate tab for details)",0.46
Mollusc,https://doi.org/10.1093/icesjms/fsx017,"Boch, 2017",abalone,red abalone,Haliotis rufescens,7.31,7.95,NA,NA,50.8,20.9,SD,5,100,240,NA,NA,6,6,yes,Elevated Temperature,18degC,"Estimated %fert for a range of pH values that did not exceed 0.1, with SE for that range not exceeding 3% (see separate tab for details)",0.508
Mollusc,https://doi.org/10.1093/icesjms/fsx017,"Boch, 2017",abalone,red abalone,Haliotis rufescens,7.4,7.95,NA,NA,45.1,18.8,SD,9,100,240,NA,NA,6,6,yes,Elevated Temperature,18degC,"Estimated %fert for a range of pH values that did not exceed 0.1, with SE for that range not exceeding 3% (see separate tab for details)",0.451
Mollusc,https://doi.org/10.1093/icesjms/fsx017,"Boch, 2017",abalone,red abalone,Haliotis rufescens,7.51,7.95,NA,NA,54.5,19.4,SD,4,100,240,NA,NA,6,6,yes,Elevated Temperature,18degC,"Estimated %fert for a range of pH values that did not exceed 0.1, with SE for that range not exceeding 3% (see separate tab for details)",0.545
Mollusc,https://doi.org/10.1093/icesjms/fsx017,"Boch, 2017",abalone,red abalone,Haliotis rufescens,7.64,7.95,NA,NA,47.4,12,SD,6,100,240,NA,NA,6,6,yes,Elevated Temperature,18degC,"Estimated %fert for a range of pH values that did not exceed 0.1, with SE for that range not exceeding 3% (see separate tab for details)",0.474
Mollusc,https://doi.org/10.1093/icesjms/fsx017,"Boch, 2017",abalone,red abalone,Haliotis rufescens,7.74,7.95,NA,NA,43.9,27,SD,3,100,240,NA,NA,6,6,yes,Elevated Temperature,18degC,"Estimated %fert for a range of pH values that did not exceed 0.1, with SE for that range not exceeding 3% (see separate tab for details)",0.439
Mollusc,https://doi.org/10.1093/icesjms/fsx017,"Boch, 2017",abalone,red abalone,Haliotis rufescens,7.83,7.95,NA,NA,58.9,14.1,SD,3,100,240,NA,NA,6,6,yes,Elevated Temperature,18degC,"Estimated %fert for a range of pH values that did not exceed 0.1, with SE for that range not exceeding 3% (see separate tab for details)",0.589
Echinoderm,https://doi.org/10.3390/d9010010,"Caballes, 2017",sea star,Crown-of-Thorns Starfish,Acanthaster cf. solaris,7.4,8.2,NA,NA,46.2,13.7,SD,3,50,120,10000,5000,2,3,no,NA,NA,% fertilization (mean) is estimated from figure,0.462
Echinoderm,https://doi.org/10.3390/d9010010,"Caballes, 2017",sea star,Crown-of-Thorns Starfish,Acanthaster cf. solaris,7.6,8.2,NA,NA,88.4,6.5,SD,3,50,120,10000,5000,2,3,no,NA,NA,% fertilization (mean) is estimated from figure,0.884
Echinoderm,https://doi.org/10.3390/d9010010,"Caballes, 2017",sea star,Crown-of-Thorns Starfish,Acanthaster cf. solaris,7.8,8.2,NA,NA,89.3,3.6,SD,3,50,120,10000,5000,2,3,no,NA,NA,% fertilization (mean) is estimated from figure,0.893
Echinoderm,https://doi.org/10.3390/d9010010,"Caballes, 2017",sea star,Crown-of-Thorns Starfish,Acanthaster cf. solaris,8,8.2,NA,NA,92.4,3.4,SD,3,50,120,10000,5000,2,3,no,NA,NA,% fertilization (mean) is estimated from figure,0.924
Echinoderm,https://doi.org/10.3390/d9010010,"Caballes, 2017",sea star,Crown-of-Thorns Starfish,Acanthaster cf. solaris,8.2,8.2,NA,NA,93.9,6,SD,3,50,120,10000,5000,2,3,no,NA,NA,% fertilization (mean) is estimated from figure,0.939
Echinoderm,https://doi.org/10.1007/s00128-021-03225-4,"Caetano, 2021",urchin,rock boring urchin,Echinometra lucunter,8.2,8.2,NA,NA,85.2,7.5,SD,5,300,NA,NA,NA,3,3,no,Elevated Temperature + Lead (Pb),NA (T1M0 - control),"Calculated mean %fert for each treatment from individual points on Figure 1a. # trials indicated in methods is 5 (possibly performed twice, in two trials), but figure indicates up to 13 points per treatment (and maybe more, since they overlap). Unsure what each point represents.",0.852
Echinoderm,https://doi.org/10.1007/s00128-021-03225-4,"Caetano, 2021",urchin,rock boring urchin,Echinometra lucunter,7.5,8.2,NA,NA,85.4,4.6,SD,5,300,NA,NA,NA,3,3,no,Elevated Temperature,26degC + 0 ug/L Pb (T2M0),"Calculated mean %fert for each treatment from individual points on Figure 1a. # trials indicated in methods is 5 (possibly performed twice, in two trials), but figure indicates up to 13 points per treatment (and maybe more, since they overlap). Unsure what each point represents.",0.854
Echinoderm,https://doi.org/10.1007/s00128-021-03225-4,"Caetano, 2021",urchin,rock boring urchin,Echinometra lucunter,8.2,8.2,NA,NA,59.1,22.4,SD,5,300,NA,NA,NA,3,3,yes,Elevated Temperature,28degC + 0 ug/L Pb (T3M0),"Calculated mean %fert for each treatment from individual points on Figure 1a. # trials indicated in methods is 5 (possibly performed twice, in two trials), but figure indicates up to 13 points per treatment (and maybe more, since they overlap). Unsure what each point represents.",0.591
Echinoderm,https://doi.org/10.1016/j.chemosphere.2019.07.015,"da Silva Souza, 2019",urchin,rock boring urchin,Echinometra lucunter,8.5,8.5,NA,NA,88,1.78,SD,4,100,40,NA,NA,NA,NA,no,Cocaine Byproduct,Control Cocaine,"% fertilization (mean) is estimated from figure; pH method used HCl; sperm was pre-exposed for 1-hr, eggs then incubated with sperm for 40 minutes",0.88
Echinoderm,https://doi.org/10.1016/j.chemosphere.2019.07.015,"da Silva Souza, 2019",urchin,rock boring urchin,Echinometra lucunter,8.5,8.5,NA,NA,88,1.86,SD,4,100,40,NA,NA,NA,NA,no,Cocaine Byproduct,Control  Cocaine,% fertilization (mean) is estimated from figure; pH method used CO2,0.88
Echinoderm,https://doi.org/10.1016/j.chemosphere.2019.07.015,"da Silva Souza, 2019",urchin,rock boring urchin,Echinometra lucunter,8,8.5,NA,NA,87.3,1.08,SD,4,100,40,NA,NA,NA,NA,no,Cocaine Byproduct,Control  Cocaine,% fertilization (mean) is estimated from figure; pH method used HCl,0.873
Echinoderm,https://doi.org/10.1016/j.chemosphere.2019.07.015,"da Silva Souza, 2019",urchin,rock boring urchin,Echinometra lucunter,8,8.5,NA,NA,89.1,5.11,SD,4,100,40,NA,NA,NA,NA,no,Cocaine Byproduct,Control  Cocaine,% fertilization (mean) is estimated from figure; pH method used CO2,0.891
Echinoderm,https://doi.org/10.1016/j.chemosphere.2019.07.015,"da Silva Souza, 2019",urchin,rock boring urchin,Echinometra lucunter,7.5,8.5,NA,NA,88.8,6.04,SD,4,100,40,NA,NA,NA,NA,no,Cocaine Byproduct,Control  Cocaine,% fertilization (mean) is estimated from figure; pH method used HCl,0.888
Echinoderm,https://doi.org/10.1016/j.chemosphere.2019.07.015,"da Silva Souza, 2019",urchin,rock boring urchin,Echinometra lucunter,7.5,8.5,NA,NA,94.1,2.48,SD,4,100,40,NA,NA,NA,NA,no,Cocaine Byproduct,Control  Cocaine,% fertilization (mean) is estimated from figure; pH method used CO2,0.941
Echinoderm,https://doi.org/10.1016/j.chemosphere.2019.07.015,"da Silva Souza, 2019",urchin,rock boring urchin,Echinometra lucunter,7,8.5,NA,NA,10.6,6.04,SD,4,100,40,NA,NA,NA,NA,no,Cocaine Byproduct,Control  Cocaine,% fertilization (mean) is estimated from figure; pH method used HCl,0.106
Echinoderm,https://doi.org/10.1016/j.chemosphere.2019.07.015,"da Silva Souza, 2019",urchin,rock boring urchin,Echinometra lucunter,7,8.5,NA,NA,10.6,6.04,SD,4,100,40,NA,NA,NA,NA,no,Cocaine Byproduct,Control  Cocaine,% fertilization (mean) is estimated from figure; pH method used CO2,0.106
Echinoderm,https://doi.org/10.1007/s00300-011-1150-7,"Ericson, 2012",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.99,8,450,450,97.1,1.1,SE,10,40,240,NA,800,NA,NA,no,Elevated Temperature,0degC,% fertilization (mean) is estimated from figure,0.971
Echinoderm,https://doi.org/10.1007/s00300-011-1150-7,"Ericson, 2012",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.99,8,450,450,99.2,0.3,SE,10,40,240,NA,800,NA,NA,yes,Elevated Temperature,1.5degC,% fertilization (mean) is estimated from figure,0.992
Echinoderm,https://doi.org/10.1007/s00300-011-1150-7,"Ericson, 2012",urchin,Antarctic sea urchin,Sterechinus neumayeri,8,8,450,450,97.4,0.8,SE,10,40,240,NA,800,NA,NA,yes,Elevated Temperature,3degC,% fertilization (mean) is estimated from figure,0.974
Echinoderm,https://doi.org/10.1007/s00300-011-1150-7,"Ericson, 2012",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.73,8,850,450,97.1,0.7,SE,10,40,240,NA,800,NA,NA,no,Elevated Temperature,0degC,% fertilization (mean) is estimated from figure,0.971
Echinoderm,https://doi.org/10.1007/s00300-011-1150-7,"Ericson, 2012",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.74,8,850,450,97.8,0.4,SE,10,40,240,NA,800,NA,NA,yes,Elevated Temperature,1.5degC,% fertilization (mean) is estimated from figure,0.978
Echinoderm,https://doi.org/10.1007/s00300-011-1150-7,"Ericson, 2012",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.74,8,850,450,95.5,1.4,SE,10,40,240,NA,800,NA,NA,yes,Elevated Temperature,3degC,% fertilization (mean) is estimated from figure,0.955
Echinoderm,https://doi.org/10.1007/s00300-011-1150-7,"Ericson, 2012",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.53,8,1370,450,95.8,1.5,SE,10,40,240,NA,800,NA,NA,no,Elevated Temperature,0degC,% fertilization (mean) is estimated from figure,0.958
Echinoderm,https://doi.org/10.1007/s00300-011-1150-7,"Ericson, 2012",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.54,8,1370,450,87,2.4,SE,10,40,240,NA,800,NA,NA,yes,Elevated Temperature,1.5degC,% fertilization (mean) is estimated from figure,0.87
Echinoderm,https://doi.org/10.1007/s00300-011-1150-7,"Ericson, 2012",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.54,8,1370,450,86.8,2.7,SE,10,40,240,NA,800,NA,NA,yes,Elevated Temperature,3degC,% fertilization (mean) is estimated from figure,0.868
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,8,8,NA,NA,29.8,9.9,SD,3,NA,15,NA,1500,5,4,no,Elevated Temperature,19,% fertilization (mean) is estimated from figure,0.298
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,7.7,8,NA,NA,24.7,5.3,SD,3,NA,15,NA,1500,5,4,no,Elevated Temperature,19,% fertilization (mean) is estimated from figure,0.247
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,7.4,8,NA,NA,10.8,4.1,SD,3,NA,15,NA,1500,5,4,no,Elevated Temperature,19,% fertilization (mean) is estimated from figure,0.108
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,8,8,NA,NA,56,9.8,SD,3,NA,15,NA,1500,5,4,yes,Elevated Temperature,21,% fertilization (mean) is estimated from figure,0.56
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,7.7,8,NA,NA,23.6,5.1,SD,3,NA,15,NA,1500,5,4,yes,Elevated Temperature,21,% fertilization (mean) is estimated from figure,0.236
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,7.4,8,NA,NA,26.7,4.1,SD,3,NA,15,NA,1500,5,4,yes,Elevated Temperature,21,% fertilization (mean) is estimated from figure,0.267
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,8,8,NA,NA,52.7,9.9,SD,3,NA,15,NA,1500,5,4,yes,Elevated Temperature,23,% fertilization (mean) is estimated from figure,0.527
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,7.7,8,NA,NA,24.7,5.1,SD,3,NA,15,NA,1500,5,4,yes,Elevated Temperature,23,% fertilization (mean) is estimated from figure,0.247
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,7.4,8,NA,NA,22.8,2.9,SD,3,NA,15,NA,1500,5,4,yes,Elevated Temperature,23,% fertilization (mean) is estimated from figure,0.228
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,8,8,NA,NA,79.6,11.1,SD,3,NA,15,NA,1500,5,4,yes,Elevated Temperature,25,% fertilization (mean) is estimated from figure,0.796
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,7.7,8,NA,NA,44.9,5,SD,3,NA,15,NA,1500,5,4,yes,Elevated Temperature,25,% fertilization (mean) is estimated from figure,0.449
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,7.4,8,NA,NA,24.7,2.9,SD,3,NA,15,NA,1500,5,4,yes,Elevated Temperature,25,% fertilization (mean) is estimated from figure,0.247
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,8,8,NA,NA,81.8,0.9,SD,3,NA,105,NA,1500,5,4,no,Elevated Temperature,19,% fertilization (mean) is estimated from figure,0.818
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,7.7,8,NA,NA,51.7,10.1,SD,3,NA,105,NA,1500,5,4,no,Elevated Temperature,19,% fertilization (mean) is estimated from figure,0.517
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,7.4,8,NA,NA,46.9,10.1,SD,3,NA,105,NA,1500,5,4,no,Elevated Temperature,19,% fertilization (mean) is estimated from figure,0.469
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,8,8,NA,NA,83.7,1.2,SD,3,NA,105,NA,1500,5,4,yes,Elevated Temperature,21,% fertilization (mean) is estimated from figure,0.837
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,7.7,8,NA,NA,79.8,9.9,SD,3,NA,105,NA,1500,5,4,yes,Elevated Temperature,21,% fertilization (mean) is estimated from figure,0.798
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,7.4,8,NA,NA,73.6,9.1,SD,3,NA,105,NA,1500,5,4,yes,Elevated Temperature,21,% fertilization (mean) is estimated from figure,0.736
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,8,8,NA,NA,87.6,1.2,SD,3,NA,105,NA,1500,5,4,yes,Elevated Temperature,23,% fertilization (mean) is estimated from figure,0.876
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,7.7,8,NA,NA,88.7,10.1,SD,3,NA,105,NA,1500,5,4,yes,Elevated Temperature,23,% fertilization (mean) is estimated from figure,0.887
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,7.4,8,NA,NA,91.9,9.8,SD,3,NA,105,NA,1500,5,4,yes,Elevated Temperature,23,% fertilization (mean) is estimated from figure,0.919
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,8,8,NA,NA,85.8,2.1,SD,3,NA,105,NA,1500,5,4,yes,Elevated Temperature,25,% fertilization (mean) is estimated from figure,0.858
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,7.7,8,NA,NA,94.8,9.1,SD,3,NA,105,NA,1500,5,4,yes,Elevated Temperature,25,% fertilization (mean) is estimated from figure,0.948
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,7.4,8,NA,NA,84.7,10.1,SD,3,NA,105,NA,1500,5,4,yes,Elevated Temperature,25,% fertilization (mean) is estimated from figure,0.847
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,8,8,NA,NA,91.8,3.3,SD,3,NA,210,NA,1500,5,4,no,Elevated Temperature,19,% fertilization (mean) is estimated from figure,0.918
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,7.7,8,NA,NA,85.6,1.2,SD,3,NA,210,NA,1500,5,4,no,Elevated Temperature,19,% fertilization (mean) is estimated from figure,0.856
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,7.4,8,NA,NA,77.7,3.1,SD,3,NA,210,NA,1500,5,4,no,Elevated Temperature,19,% fertilization (mean) is estimated from figure,0.777
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,8,8,NA,NA,83.7,2.9,SD,3,NA,210,NA,1500,5,4,yes,Elevated Temperature,21,% fertilization (mean) is estimated from figure,0.837
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,7.7,8,NA,NA,83.7,1.2,SD,3,NA,210,NA,1500,5,4,yes,Elevated Temperature,21,% fertilization (mean) is estimated from figure,0.837
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,7.4,8,NA,NA,88.5,2.4,SD,3,NA,210,NA,1500,5,4,yes,Elevated Temperature,21,% fertilization (mean) is estimated from figure,0.885
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,8,8,NA,NA,97.7,3.1,SD,3,NA,210,NA,1500,5,4,yes,Elevated Temperature,23,% fertilization (mean) is estimated from figure,0.977
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,7.7,8,NA,NA,91.9,1.9,SD,3,NA,210,NA,1500,5,4,yes,Elevated Temperature,23,% fertilization (mean) is estimated from figure,0.919
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,7.4,8,NA,NA,87.6,3.3,SD,3,NA,210,NA,1500,5,4,yes,Elevated Temperature,23,% fertilization (mean) is estimated from figure,0.876
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,8,8,NA,NA,91.9,2.9,SD,3,NA,210,NA,1500,5,4,yes,Elevated Temperature,25,% fertilization (mean) is estimated from figure,0.919
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,7.7,8,NA,NA,87.6,2.1,SD,3,NA,210,NA,1500,5,4,yes,Elevated Temperature,25,% fertilization (mean) is estimated from figure,0.876
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,black sea urchin,Arbacia lixula,7.4,8,NA,NA,86.6,3.1,SD,3,NA,210,NA,1500,5,4,yes,Elevated Temperature,25,% fertilization (mean) is estimated from figure,0.866
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,purple sea urchin,Paracentrotus lividus,8,8,NA,NA,47.2,4.2,SD,3,NA,15,NA,1500,5,4,no,Elevated Temperature,19,% fertilization (mean) is estimated from figure,0.472
